index,y_pred
154,186448.84069956746
155,215010.279667096
156,167261.46900347644
157,205821.0295075678
158,128018.76912344295
159,191238.148381561
160,103499.5037664682
161,365501.0650158837
162,407907.7544968718
163,177587.31599871413
164,101195.79282417882
165,171370.93654533045
166,198480.43489555694
167,88619.23951147082
168,177471.1038051987
169,192838.50603880928
170,234995.31911060144
171,114344.32987027812
172,185264.6585495035
173,200629.4889777243
174,68056.1341083753
175,261676.66018040612
176,210483.5827346413
177,237111.45033731256
178,279950.83814503014
179,246191.72667546154
180,259865.21685501086
181,179237.4348297295
182,308542.6497390332
183,382466.9211945553
184,334996.20533064933
185,155688.21201026614
186,270704.2908214331
187,160753.88156095502
188,335723.7925795486
189,186198.65415347833
190,193209.57890402887
191,149357.84597398952
192,103450.72731104871
193,171801.7883569757
194,220404.657051363
195,275428.1920780459
196,216591.26272682362
197,197542.93555042875
198,290333.8006939825
199,279989.33019201586
200,221662.67925388896
201,279927.4504210587
202,199666.10475775495
203,323439.8638594025
204,163381.46385056016
205,249456.33144215692
206,206634.57884025906
207,179607.5168603003
208,153486.17111200068
209,195916.25089436778
210,193090.5305204585
211,135250.58874192636
212,174757.9997904007
213,205416.4716453392
214,121581.04616018261
215,233603.92900492717
216,146229.90205260125
217,179861.56902609725
218,253494.22952844793
219,176845.39933746058
220,219732.57613690314
221,195605.79482482123
222,191025.6765996403
223,201054.94827440006
224,194157.40872168727
225,380361.27129906084
226,410289.8046568517
227,187946.2453229596
228,207565.8303046656
229,281728.17152066214
230,197141.4244785639
231,149371.8815594994
232,121224.6281507196
233,191088.78488110655
234,263436.5191613295
235,215263.84066317364
236,292315.69619518233
237,230958.06186468276
238,161618.95452741013
239,300494.2745084236
240,169437.0783788402
241,117757.38401036125
242,170935.71166420067
243,207442.94254483274
244,266172.173863472
245,180175.44284534463
246,317137.1899988625
247,373532.26666134386
248,358633.5460461218
249,216151.19515480628
250,322435.9574665053
251,278413.7477828324
252,200711.84165225583
253,273184.7755764335
254,199974.392241765
255,487243.25404072786
256,345314.43921490194
257,270067.1069163508
258,159146.9607159489
259,204452.04845449378
260,334957.41254494066
261,183521.7716127271
262,188004.23822853903
263,196131.86015478984
264,290712.571118536
265,183692.2369926121
266,180120.50293296395
267,361262.2419531821
268,190086.0835900608
269,309456.3856772612
270,283549.1439584412
271,304440.82864661235
272,183960.14268074764
273,180147.92795087927
274,234826.1612033521
275,461126.94019829726
276,197264.94671644445
277,214228.40468289654
278,385130.00083962554
279,189475.8005132225
280,215130.6900361229
281,130128.17159888848
282,148085.53487687788
283,232234.59783325932
284,124202.11550213929
285,195386.82743676894
286,188571.850085652
287,238604.5257993255
288,195641.59299209536
289,225948.1089713538
290,204875.11192505382
291,159466.40202093087
292,183280.43658667183
293,136997.27986463223
294,274550.29149223806
295,174022.617989553
296,197984.0256671829
297,72817.57611343262
298,241811.66034099946
299,162502.03061607774
300,195974.06533719343
301,148726.99108974173
302,192707.96263427084
303,145297.37960270012
304,317337.4832957551
305,220116.93154690697
306,249177.24302767165
307,183532.6913315124
308,251690.97936598273
309,109223.73142755208
310,152324.50751501933
311,431546.5350516076
312,199484.11030884177
313,199557.2736107344
314,212434.5363409332
315,195356.32305035944
316,188449.20008721293
317,437385.08469047974
318,184123.54414218935
319,85980.66231218084
320,130438.97767673385
321,345519.197113254
322,200980.08367710403
323,178115.07224798074
324,188907.2593314274
325,134038.77364342
326,167406.37465903294
327,147572.3018567864
328,206481.4704696113
329,320970.47718813823
330,148235.4850642456
331,250183.7464428932
332,234353.99843470583
333,200638.86889989415
334,179961.68243009082
335,209607.7981486227
336,209355.7266084062
337,80638.31370038529
338,143805.97586688594
339,143093.95461465736
340,135658.13565456873
341,206922.52280843793
342,348126.2781081788
343,211936.88378135784
344,176939.72871219713
345,271039.35516570054
346,159370.47809731186
347,155417.99423351235
348,244844.4640717306
349,208158.20647421197
350,168740.60802169214
351,169555.77912097124
352,119275.91159554286
353,184423.68441778718
354,197016.71058574787
355,191337.19053843626
356,186021.93274427394
357,170972.12260627936
358,218332.39018442572
359,208375.38261957763
360,144941.05011328394
361,354019.520338917
362,171503.442146221
363,271277.32403404434
364,190449.78369740807
365,139276.98631349814
366,69746.78817446195
367,195604.76534101975
368,310855.08767742664
369,176951.3159075019
370,169285.3370365168
371,140616.72809283686
372,174815.01612216476
373,152174.11532321715
374,306915.5499335481
375,227852.38185383586
376,264982.0876321257
377,221289.6300811994
378,154106.03275187803
379,187070.09804423887
380,127287.78352245397
381,198245.35182244633
382,204056.60691641673
383,115220.59948295639
384,152321.54504048478
385,332927.32924522425
386,159628.18732389488
387,222565.34382079833
388,172190.21000705016
389,190626.81925887364
390,269566.40334095294
391,201882.69941651897
392,165879.8282578254
393,133333.98622976034
394,255619.29544893312
395,256459.72703737774
396,210008.0742227184
397,187422.39206741325
398,173568.29096306732
399,379834.1357867207
400,330364.2216308088
401,295969.54540648364
402,245517.6582180664
403,223338.62306056256
404,184455.91535738844
405,174764.4918614371
406,191258.32205625653
407,170745.87907008897
408,154907.37946096918
409,388089.7602034062
410,163258.9467367008
411,123903.03326157741
412,205143.80230903532
413,173133.7640568796
414,238035.09805191547
415,210766.0491082087
416,179263.72028232762
417,160030.6192406547
418,255107.65267626732
419,347111.4583190323
420,257366.0245568126
421,209361.79761974516
422,119283.1918461063
423,333186.0006409112
424,199251.05305038174
425,146286.11674899637
426,149498.16261336228
427,189103.5242524286
428,231742.62161408333
429,315930.5656559212
430,168628.04342339496
431,300260.20511629625
432,282186.3522354678
433,171473.69674948146
434,191046.421941196
435,133508.6939141913
436,231923.23265601217
437,206921.0391653136
438,168742.67877257548
439,218312.67260996197
440,241893.1616906565
441,152760.97536227715
442,273624.52053733484
443,104724.48054730364
444,263212.8386784928
445,320010.72304984555
446,185817.21019180788
447,119622.32352770772
448,265823.57928486343
449,205699.5413195203
450,181796.07819200252
451,185658.2286977099
452,335152.5318033779
453,164242.45088823006
454,168522.24973142997
455,167471.32896890305
456,178099.86850711805
457,189579.73296421484
458,279833.7669638515
459,211052.3720914882
460,278165.1955026281
461,276934.29161422723
462,136455.4434995533
463,177609.6592587251
464,255931.19456933188
465,144936.098363262
466,407281.433257324
467,235157.11773662464
468,142377.36265801286
469,274905.39550698583
470,187374.14269801212
471,298389.48402271635
472,196589.268991571
473,175338.4613018162
474,356575.01235158875
475,181347.23522460827
476,250647.26778899622
477,215034.76387083103
478,142860.4867035843
479,219968.43191853806
480,218270.60132346945
481,242546.8976825721
482,152077.26059903766
483,131567.52017572493
484,102332.0726681153
485,252964.47288900777
486,156509.04522441144
487,193157.32360693358
488,190095.92092618582
489,331784.9538182588
490,134724.5434512553
491,174987.79450483323
492,248899.44042858336
493,205925.62340795022
494,196057.25361451952
495,216281.85530507655
496,387082.87151629705
497,84131.52596873509
498,231763.6720829403
499,348270.3121812987
500,280382.57542482653
501,200038.3397543564
502,112870.9601943099
503,388230.3824716277
504,208939.004319403
505,336147.7099553405
506,218496.9310655916
507,284581.08380375913
508,181618.91550350678
509,299211.68526888284
510,198482.38118338003
511,182056.59564211537
512,107602.0546757141
513,153590.8021610017
514,394857.4546764948
515,181745.11423841634
516,212706.6993246154
517,340695.99287977966
518,170193.36801423362
519,159782.34182755914
520,182110.67007736128
521,88078.87532373362
522,359197.66410548566
523,426260.9803605725
524,316665.25979145477
525,187982.71925202745
526,192851.1048062204
527,216346.31098682017
528,314449.78886218043
529,175972.9054785279
530,172833.73852725976
531,179896.05825364267
532,213317.95747453923
533,133812.06709848534
534,277057.91220364603
535,216092.27742447623
536,174134.23046426126
537,241073.9622246753
538,178423.03591062038
539,124507.2025963954
540,257573.30774167302
541,194063.8022228237
542,445306.47883354337
543,100036.00103323143
544,192303.25697873076
545,130102.46772603765
546,199686.86841278753
547,153987.8948017884
548,348095.4191199657
549,176222.29575882875
550,301816.1346106254
551,206504.04192145524
552,152992.8425413627
553,359338.6005816787
554,164668.42186078182
555,241308.20754879815
556,180619.3599223961
557,130575.84453909373
558,172458.98208568845
559,210387.692601379
560,183479.61669621593
561,200017.15323560487
562,131176.49452729255
563,501476.034445691
564,208836.43794636976
565,135297.22435800242
566,198666.04206029212
567,180436.82381167423
568,150528.47209653142
569,291658.9527039321
570,87080.17216360082
571,302149.93670179555
572,144322.5057133426
573,343884.52446080104
574,171924.36065321774
575,327096.0134061353
576,208057.55780063488
577,162855.43302315788
578,263115.19508325064
579,102959.39695268382
580,181521.85962105377
581,152740.84357366283
582,309599.7905779847
583,166404.22464322732
584,284193.0344388323
585,209134.0005927115
586,356409.08215938945
587,190670.7171843702
588,256305.84489349203
589,197218.95932753527
590,155793.73206229345
591,231237.80668076107
592,198225.53564443323
593,197924.67039208623
594,187037.78679883986
595,222621.51564044724
596,204595.77823346172
597,241086.7373798891
598,201505.03741246398
599,224785.35409797987
600,220379.3769882599
601,261118.5038843307
602,180898.68308805133
603,116706.4459310932
604,201720.02629846876
605,100560.63707016926
606,208199.50530025028
607,255291.64792043166
608,112732.36332833585
609,155297.374210814
610,223333.90129667378
611,190619.49409097157
612,198456.7723918709
613,173447.09617122804
614,238695.78049741645
615,174498.80251640498
616,166826.669289449
617,387854.96499111026
618,176161.54456959662
619,277943.9461342675
620,215190.37086280558
621,251653.65720278726
622,245398.12421083846
623,293542.40292643686
624,173463.15441423637
625,199349.51749360864
626,158500.81983502797
627,141714.42794683142
628,132100.80339067196
629,240713.15568262854
630,176663.0220226269
631,187174.22145438782
632,125141.84742304486
633,170154.108332216
634,162664.64496768062
635,231625.49546895135
636,160391.45830697948
637,354103.98542971804
638,140382.4121468484
639,220700.10106130794
640,176296.53487966134
641,133816.81778043837
642,145233.67193077222
643,205835.36082883106
644,207033.35648447875
645,174412.21873520414
646,135987.50483967227
647,338678.1791846061
648,139211.89357922404
649,192169.72018919702
650,128793.38345324315
651,157263.4955719022
652,141141.36975740458
653,319118.9278717974
654,221120.10481218642
655,194813.6782662585
656,180532.15654947213
657,104937.79097933385
658,228222.0680373188
659,133676.74617620994
660,152220.46618881918
661,274035.438595948
662,229620.3558847777
663,101485.26422422053
664,311583.0964192568
665,147554.23934722383
666,207577.69846250716
667,240587.83557216503
668,136841.82833705697
669,183385.22774063455
670,183987.37895540913
671,294520.3920251984
672,207126.1956644764
673,228625.89473097408
674,188490.69151239324
675,185010.686630341
676,494363.26103458676
677,195582.66027698622
678,216767.47923771993
679,284282.19209770137
680,310584.33726740646
681,189876.1345763759
682,189891.12377105656
683,151384.5334268908
684,178706.65317677584
685,288601.0835172882
686,196569.35256248765
687,178583.33856151483
688,198723.91327436143
689,200987.30740527992
690,476003.3739423588
691,299892.7657767264
692,166615.52495658246
693,204326.70786084424
694,131359.84861242634
695,209145.58198872634
696,180990.43161932824
697,147450.948263988
698,132377.3103711749
699,118675.54141489607
700,260997.3376830774
701,159396.79578498108
702,292821.05547163094
703,236406.4142814461
704,199006.90937185776
705,194000.17190753503
706,229582.3537068717
707,210259.9132525483
708,132772.25780312327
709,201544.06164768102
710,313760.6398973356
711,188183.5071237939
712,363920.1461720627
713,119731.85356781792
714,232922.14831063058
715,68683.0485727843
716,175219.89925221793
717,274016.10306977545
718,337376.65121569176
719,326051.8151603444
720,473473.4799366869
721,178262.14616612048
722,151697.88549803026
723,109081.99051063917
724,182973.6789427913
725,398244.69908035634
726,203020.13312665556
727,146562.73884143573
728,440084.3335675196
729,191027.44321981218
730,100435.98527184082
731,186247.29458078276
732,186765.16038007673
733,186694.78863357025
734,208816.5711010145
735,167619.24961378338
736,113391.13353150655
737,167933.70790069542
738,177025.78430372296
739,180777.02367102532
740,343934.32039745455
741,190061.806858212
742,187049.12272173556
743,169869.45675713025
744,218132.51655201934
745,400973.97098871396
746,336089.31023088965
747,207266.70854181985
748,216021.8130670553
749,223733.70545910887
750,269710.4213670694
751,155863.39318469947
752,331206.8537173549
753,118899.47907954264
754,266578.21632416383
755,139812.35625464638
756,182201.588627238
757,193774.23017005253
758,276621.9626355149
759,152109.76368849305
760,152529.4298872345
761,336484.050215699
762,304174.7955532755
763,215916.0819139153
764,321948.92617853015
765,205744.11059909323
766,227504.52019186254
767,123830.91565671246
768,273299.93147202267
769,196685.13491025454
770,343199.2334597501
771,340270.75905182766
772,286707.7963929115
773,171102.71311367556
774,219968.43191853806
775,206614.76445791218
776,154872.9972278856
777,267071.95983193954
778,288643.1862899671
779,168347.47217112884
780,181381.2581265866
781,129123.75981747995
782,232360.6093358266
783,236953.93551228475
784,192699.13670938739
785,151080.9740084478
786,197470.3287359165
787,212012.69825570905
788,205674.5075360673
789,238040.11475177712
790,154501.43337534647
791,312156.4750574587
792,173524.63030440616
793,191145.65481860386
794,215106.999238995
795,87055.14587155155
796,191065.5164059353
797,190472.09731926976
798,204609.99334316506
799,276608.63839969726
800,172507.57054393107
801,216891.24936808803
802,174963.4212645824
803,207870.05533572886
804,187856.18249473895
805,260370.51829256688
806,267913.08100066753
807,179164.0634276409
808,100070.1210135727
809,192783.8423282793
810,269465.9688829631
811,215181.063322499
812,190225.63916175935
813,217837.75128622577
814,189585.20734323395
815,193040.0762074944
816,148594.10445404993
817,234387.80021455637
818,108650.48642341432
819,204527.08569691534
820,171238.76311430134
821,176333.2453874922
822,80830.9541691651
823,158716.917112526
824,206355.96591726673
825,135413.6928049719
826,195566.36437464773
827,200272.74823263218
828,126773.1117794689
829,142535.97219368647
830,350665.99904389936
831,195882.20226132622
832,151453.2307467424
833,187735.6371773584
834,133076.39334418063
835,311689.5417515717
836,464063.953375674
837,109008.19978967031
838,203152.45516320586
839,275830.8586632861
840,182595.30667734612
841,214079.95692530193
842,241058.84228741637
843,209855.09361866498
844,143973.26172104347
845,186222.6419855913
846,200600.96269214616
847,186349.40223807128
848,116744.5764385121
849,164876.3400740526
850,183714.84702171685
851,275491.6657857788
852,205388.12227217318
853,148444.63988900356
854,222036.5597795926
855,409468.06280786626
856,102433.5412247999
857,207571.04827648762
858,200892.78501464365
859,184139.57039843584
860,205176.44484472324
861,342519.2854084771
862,262236.43455608154
863,204804.12661721627
864,138816.82380180105
865,318975.061209346
866,174067.14861666338
867,165833.7579822375
868,190833.53444972748
869,162202.22460873582
870,171381.61356582356
871,172042.65674717247
872,156157.83323331454
873,337453.99054284225
874,189873.34385657986
875,134458.227143102
876,265039.1071650756
877,193327.07412608166
878,354453.4155979539
879,361686.22595104476
880,304302.1385096546
881,211938.62388741062
882,206523.851073203
883,203210.34676589505
884,419644.34242279833
885,135529.38413373684
886,204878.55945877763
887,213063.48225644106
888,281872.77467543876
889,190511.12627751124
890,250421.44590975327
891,250884.0815553305
892,253228.46732260886
893,330921.15866753896
894,203962.045685836
895,175455.2680523674
896,175369.3396699242
897,227704.7904900113
898,351256.99800508143
899,374874.81566086324
900,182686.74231365405
901,222579.70290372457
902,139501.8478006592
903,205655.15454261698
904,343886.34688648704
905,164859.54611994416
906,173860.74488780668
907,198781.396352041
908,147839.65539773597
909,177330.5832216952
910,162174.77642812178
911,256746.4120713113
912,141853.28693781456
913,245935.95358243454
914,343802.61993162247
915,267811.56341911317
916,300722.78631538374
917,148741.44553981486
918,109135.89744437372
919,146447.61275013592
920,189257.31146950086
921,91713.62758449817
922,347431.9945208692
923,230409.6957919201
924,320527.48013742454
925,201910.26859015308
926,340563.01798846683
927,435331.6369099443
928,178662.4150818147
929,235082.17247815407
930,170339.09459071746
931,89562.38243721417
932,174040.13787269837
933,137068.60009503635
934,193586.36675769227
935,182228.7112322134
936,193684.4597472455
937,229286.89082475376
938,163670.8161822452
939,123336.97120567334
940,220277.69694027415
941,207185.89212418112
942,173025.1820469647
943,174212.08659640505
944,337882.90920135484
945,245576.7198170552
946,453398.442663356
947,178917.87323351266
948,188301.64402072673
949,108619.6800038379
950,210341.69668608913
951,197421.2422623664
952,259052.4989094306
953,340109.8928471598
954,213391.2764823839
955,212090.72925910362
956,171120.59469166718
957,220206.66119685612
958,186482.7427555596
959,207193.94940591283
960,170884.0094707405
961,338650.62815505953
962,109908.4977848994
963,206633.33935112416
964,185961.35379409316
965,140149.3092176781
966,239340.69746192574
967,285138.261714919
968,353369.9846291425
969,216433.99343243864
970,177078.21601752055
971,413701.5336080554
972,362519.3245147178
973,138622.91211332023
974,127073.68549001765
975,289372.30230422446
976,125459.0183286828
977,126710.01402681036
978,174213.88228260842
979,172458.34110977026
980,131283.3336875162
981,275423.9847874115
982,251909.335821831
983,252372.28053855713
984,171907.77098800507
985,174766.57557117016
986,261355.40093481157
987,189080.51318686872
988,168167.70551174722
989,447384.8666845605
990,195214.8925119994
991,176133.0428719169
992,185733.12952395846
993,156040.22856884432
994,181755.86979868673
995,174970.94502748887
996,206648.45740698575
997,273096.761037058
998,299499.9878529263
999,190078.30732767627
1000,258559.91316404182
1001,390280.3882746287
1002,174276.08086709617
1003,182351.0121121654
1004,174258.70022800867
1005,183791.4592009038
1006,183269.93694222576
1007,141928.9725607173
1008,228916.90754739902
1009,151697.43471579213
1010,246741.90416587892
1011,146600.39565201878
1012,165364.21430497643
1013,136636.65598907045
1014,226012.1891888553
1015,176875.14468293646
1016,144148.2736045177
1017,314962.70626276603
1018,148799.85739056338
1019,238755.83793875223
1020,176659.641281273
1021,410993.0568510209
1022,170573.64755918673
1023,109404.67381417188
1024,177635.47008528636
1025,233640.86679449552
1026,150289.47366317984
1027,325302.059825521
1028,234861.14942875307
1029,287699.97036364983
1030,348749.37397117546
1031,232271.9807655897
1032,264268.0466720964
1033,186491.69583295597
1034,184346.04889381203
1035,212274.4609535243
1036,309082.01918410853
1037,333691.4026494986
1038,133006.88375558725
1039,303418.74956266326
1040,384074.71089735156
1041,178159.84830374471
1042,103283.37830495417
1043,266509.8624938895
1044,212784.34439318464
1045,195612.1460393386
1046,195933.7633658431
1047,190731.41566963418
1048,193210.92881622235
1049,185777.7978998159
1050,241983.87723343816
1051,244640.09078471115
1052,131371.38328295547
1053,231454.41883908657
1054,301164.47731821064
1055,209224.13036981187
1056,187369.6730784751
1057,320287.8673746709
1058,210375.29809563057
1059,193606.47464368588
1060,176849.7368590718
1061,278223.5955046935
1062,154577.49173794544
1063,398692.95645930263
1064,184157.06591353536
1065,167753.3205480444
1066,160690.17344225952
1067,150438.79904995492
1068,201208.75365949277
1069,195099.38869197326
1070,186670.0387520463
1071,203941.3255824955
1072,208896.32235037812
1073,115920.43280624443
1074,202092.0617172629
1075,324404.4505451301
1076,268708.24005351064
1077,297139.1893705668
1078,71495.02877207508
1079,201537.44124262503
1080,177767.98926539117
1081,121665.67868750254
1082,309179.92625342385
1083,169490.87683247507
1084,200161.7544780742
1085,170534.00991934555
1086,196585.4194005166
1087,269089.27522327134
1088,301098.1136154267
1089,276718.020645763
1090,254676.72557464562
1091,152096.2799792997
1092,194539.27237029417
1093,192094.8759704385
1094,221605.34257473893
1095,172613.77984487262
1096,114092.36584300041
1097,153696.58302035558
1098,253055.93043325344
1099,184987.84666535797
1100,202742.85111970382
1101,249945.85198967715
1102,336984.58000372705
1103,200739.14835324488
1104,339631.2811784456
1105,112334.22060221784
1106,229206.18775587686
1107,177439.5375379141
1108,201085.68732662
1109,169270.17096887625
1110,182493.37590366363
1111,401878.12301717035
1112,179290.83200713547
1113,177394.4617588688
1114,173485.70556574638
1115,272747.9500500863
1116,192601.35648658313
1117,204187.93952986161
1118,209443.7511802882
1119,136392.297367971
1120,184587.87117032963
1121,270256.674795597
1122,254215.69847414395
1123,263147.3108553389
1124,220899.1743658162
1125,181824.29397888604
1126,183719.36206824737
1127,212871.7116157332
1128,432531.1423371883
1129,174001.18974369662
1130,252802.6180280745
1131,231113.5630394561
1132,270832.8209096707
1133,169114.11540020414
1134,283665.1612510727
1135,239683.51223938263
1136,193634.47038237297
1137,267337.3153117611
1138,197135.07721253726
1139,210185.79462984912
1140,438041.9634067822
1141,67779.17777175619
1142,156587.34505326525
1143,259018.9611084314
1144,234701.5839037968
1145,231729.25114579522
1146,182873.37287952608
1147,219407.27718332026
1148,186368.98077911753
1149,168206.2148380785
1150,189430.84426414184
1151,171863.62924971938
1152,298211.26885606104
1153,219106.82444111074
1154,364112.85384183156
1155,213527.70648359682
1156,292268.8117456026
1157,197590.04315974613
1158,178048.32064453606
1159,128211.89368674898
1160,301572.7641430423
1161,249744.98578013555
1162,181420.8608531749
1163,277405.36897177016
1164,93543.40471233548
1165,110013.53052117315
1166,311602.66263012507
1167,164334.23695482602
1168,273959.7630471396
1169,121845.40058050463
1170,188705.42863256982
1171,239172.99337786488
1172,169258.87108765703
1173,268590.1219634597
1174,216196.50355811114
1175,216148.03487765117
1176,215024.87595470197
1177,214021.19646958032
1178,302101.11629931966
1179,394121.64624956204
1180,143143.7123150842
1181,209409.5137070312
1182,186252.6197208781
1183,293436.33719139366
1184,200023.34792561096
1185,201091.55205970982
1186,215163.50783059097
1187,256553.45871322672
1188,135429.77903943232
1189,218228.4398113604
1190,177955.84890899595
1191,181952.25773460147
1192,175228.09816895268
1193,325651.3203897632
1194,140573.22687020036
1195,126867.25540536204
1196,139619.37317616816
1197,390044.06629376113
1198,225597.41653822977
1199,134823.75813717415
1200,241066.16019337098
1201,116634.65391273056
1202,387530.9377751165
1203,143868.12024367656
1204,150179.78492708367
1205,88617.16457206654
1206,274297.0018239178
1207,114371.15957087037
1208,172014.30580363364
1209,339836.9555109849
1210,446877.97810997436
1211,166384.7475255711
1212,181132.33620185195
1213,155679.57448227442
1214,145741.92361395137
1215,110278.43324860057
1216,215108.1815172043
1217,213712.50794817918
1218,272972.57320712844
1219,233269.38519946754
1220,235488.99750390818
1221,190615.96410759888
1222,210160.40998508586
1223,193970.0994538321
1224,117568.7862661277
1225,198221.41538638546
1226,180344.61532258394
1227,170713.65718783974
1228,351898.6274506304
1229,160359.5800676474
1230,213462.25619328982
1231,128952.5497089015
1232,177268.56151949524
1233,269837.03484999307
1234,190303.76788639958
1235,175777.93784582202
1236,234359.00890691235
1237,140819.21010434045
1238,155226.81312021735
1239,267413.2803625485
1240,224036.1886719933
1241,241590.62719974565
1242,167840.50798697388
1243,113487.06961234329
1244,185202.99647006745
1245,117417.42552329399
1246,184093.20530068944
1247,370083.6643685132
1248,185079.60346349742
1249,202241.38743374436
1250,203094.1086430927
1251,137255.49042035083
1252,179333.54685048165
1253,134876.41124637725
1254,192506.79138135508
1255,266332.0148779951
1256,275717.0691280334
1257,133341.82922564595
1258,194612.89023190175
1259,218738.16750927232
1260,153539.17222497158
1261,293352.8631691935
1262,172371.66029640663
1263,355371.38269458857
1264,373971.93371715397
1265,148229.35400854453
1266,433662.2385755843
1267,333090.4539366666
1268,245233.42421157844
1269,305720.838397465
1270,164975.9821478468
1271,355077.1872937685
1272,210660.38196688463
1273,148786.02614408865
1274,219202.5512125425
1275,84235.35903309863
1276,140706.61525979155
1277,167976.08229778043
1278,189786.97826497338
1279,174893.033428219
1280,210951.22830992594
1281,157346.22984490645
1282,190206.9957418211
1283,140131.50405008535
1284,274550.5945146038
1285,235670.04280622004
1286,269413.2322387554
1287,194519.8399267854
1288,179251.1297571781
1289,207828.00821999778
1290,424901.16989107634
1291,192015.52507521588
1292,179125.1093372874
1293,188394.14957054154
1294,153981.21646187143
1295,249223.86643082424
1296,260736.57710268887
1297,299313.617274482
1298,197917.04332841965
1299,208331.926344365
1300,92263.28833745781
1301,276386.01734461746
1302,126652.10190774345
1303,300332.87721973937
1304,225749.97952827998
1305,261036.77173512438
1306,282560.9632467618
1307,252794.61984477047
1308,180853.8039468236
1309,337739.13034260017
1310,206380.78191860268
1311,156483.33177393003
1312,128985.34946243744
1313,339227.5500924842
1314,369946.9268760725
1315,368138.15288972383
1316,185624.2313805693
1317,202992.35914603862
1318,248705.28031552254
1319,148167.85031702262
1320,230127.39421101456
1321,188787.3581359644
1322,247810.37405222323
1323,179494.0878823432
1324,188429.53286477254
1325,128884.59149841177
1326,267037.18333013187
1327,291378.7622328182
1328,197676.59032358998
1329,199020.82818397417
1330,202650.04932386818
1331,413149.4247589443
1332,158286.86824977864
1333,139544.9463420792
1334,186481.18522960017
1335,221728.67543044165
1336,179396.59449883932
1337,139562.7729039979
1338,174380.31300308247
1339,117109.85388322116
1340,126676.40342838834
1341,190113.12266000026
1342,151761.70409520998
1343,214147.5139347285
1344,169155.08788640465
1345,183283.5011512031
1346,120739.45185675686
1347,185961.65094003713
1348,134639.9713568515
1349,297597.58085859945
1350,360746.95172419527
1351,196161.41740324648
1352,202138.32684055102
1353,210236.4511120853
1354,174716.71431095767
1355,196867.32272522393
1356,183686.90750626495
1357,178557.94295038973
1358,129969.99828141357
1359,181480.46019174968
1360,221018.26939400504
1361,178146.58530888616
1362,356865.6564985916
1363,296782.6352785062
1364,166004.95118146113
1365,131513.75167898642
1366,325493.2175478598
